text,valence_score
"Ὤ μοι, ἀναιδείην ἐπιειμένε κερδαλεόφρον",-0.5
ἐν στήθεσσιν ἑοῖσι· σὺ δὲ φράσαι εἴ με σαώσεις.,0.25
"πάντες ἅμα, Ζεὺς δ' ἦρχε· Θέτις δ' οὐ λήθετ' ἐφετμέων",0.125
ἦ γὰρ ἂν Ἀτρεΐδη νῦν ὕστατα λωβήσαιο.,-0.375
ἧχι ἑκάστῳ δῶμα περικλυτὸς ἀμφιγυήεις,0.625
καὶ μὲν τοῖσιν ἐγὼ μεθομίλεον ἐκ Πύλου ἐλθὼν,0.5
"ἡμετέρῳ ἐνὶ οἴκῳ ἐν Ἄργεϊ, τηλόθι πάτρης,   ",-0.75
Ἦ δὴ λοίγια ἔργ' ὅ τέ μ' ἐχθοδοπῆσαι ἐφήσεις,-0.75
"ὧδε γὰρ ἐξερέω, τὸ δὲ καὶ τετελεσμένον ἔσται·",0.75
"ἀλλὰ κακῶς ἀφίει, κρατερὸν δ’ ἐπὶ μῦθον ἔτελλε·",-0.875
"χεῖρες ἐμαὶ διέπουσ'· ἀτὰρ ἤν ποτε δασμὸς ἵκηται,",0.0
ὄχθησαν δ' ἀνὰ δῶμα Διὸς θεοὶ Οὐρανίωνες·   ,-0.125
"ἢ ἔπει ἢ ἔργῳ, τόδε μοι κρήηνον ἐέλδωρ·",0.5
"νῦν δ' ἄγε νῆα μέλαιναν ἐρύσσομεν εἰς ἅλα δῖαν,",0.0
ἀλλ' ἔα ὥς οἱ πρῶτα δόσαν γέρας υἷες Ἀχαιῶν·,0.75
αὐτὸς ἰὼν κλισίην δὲ τὸ σὸν γέρας ὄφρ' ἐῢ εἰδῇς,-0.75
οὐδ' ἀναθηλήσει· περὶ γάρ ῥά ἑ χαλκὸς ἔλεψε,0.0
τοὺς δὲ κατὰ πρύμνας τε καὶ ἀμφ' ἅλα ἔλσαι Ἀχαιοὺς,-0.5
ἦ μέν μοι πρόφρων ἔπεσιν καὶ χερσὶν ἀρήξειν·,0.625
ἠερίη γὰρ σοί γε παρέζετο καὶ λάβε γούνων·,-0.25
"ὅς κ’ εἴποι ὅ τι τόσσον ἐχώσατο Φοῖβος Ἀπόλλων,",-0.125
"μήτε σὺ τόνδ' ἀγαθός περ ἐὼν ἀποαίρεο κούρην,",0.75
ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν·,0.5
"ἦ μὲν δή ποτ' ἐμεῦ πάρος ἔκλυες εὐξαμένοιο,",0.625
Ἀργείων κρατέει καί οἱ πείθονται Ἀχαιοί·,-0.25
μητρὶ φίλῃ ἐπίηρα φέρων λευκωλένῳ Ἥρῃ·,0.625
Ζεὺς ὑψιβρεμέτης· νῦν δ' οὐδέ με τυτθὸν ἔτισεν·,-0.75
ἧκε δ' ἐπ' Ἀργείοισι κακὸν βέλος· οἳ δέ νυ λαοὶ,-0.625
ἐκ δ' ἕλον Ἀτρεΐδῃ Χρυσηΐδα καλλιπάρῃον.,-0.375
ὃν δέ κ' ἐγὼν ἀπάνευθε θεῶν ἐθέλωμι νοῆσαι,0.25
"Οἳ μὲν ἔπειτ' ἀναβάντες ἐπέπλεον ὑγρὰ κέλευθα,",0.0
Ἀτρεΐδης τε ἄναξ ἀνδρῶν καὶ δῖος Ἀχιλλεύς.,0.25
"στήτην, οὐδέ τί μιν προσεφώνεον οὐδ' ἐρέοντο·",-0.375
Χρύσης δ' αὖθ' ἱερεὺς ἑκατηβόλου Ἀπόλλωνος   ,-0.375
στείρῃ πορφύρεον μεγάλ' ἴαχε νηὸς ἰούσης·,0.5
ἔνθ' ἄλλοι μὲν πάντες ἐπευφήμησαν Ἀχαιοὶ,-0.125
ὅς ῥα παρὰ Κρονίωνι καθέζετο κύδεϊ γαίων·,0.625
"εὐχόμενος Δαναοῖσι θεοπροπίας ἀναφαίνεις,",0.5
οὕνεκ' ἐγὼ κούρης Χρυσηΐδος ἀγλά' ἄποινα,-0.25
κάρτιστοι δὴ κεῖνοι ἐπιχθονίων τράφεν ἀνδρῶν·,0.875
ἣ δ' ἔθεεν κατὰ κῦμα διαπρήσσουσα κέλευθον.,0.375
"καὶ τὰ μὲν εὖ δάσσαντο μετὰ σφίσιν υἷες Ἀχαιῶν,",-0.25
"ὡς ἔμ' ἀφαιρεῖται Χρυσηΐδα Φοῖβος Ἀπόλλων,",-0.875
"ἠὲ σὺ Πηλεΐδη πάντων ἐκπαγλότατ' ἀνδρῶν,",-0.375
"σκαιῇ, δεξιτερῇ δ' ἄρ' ὑπ' ἀνθερεῶνος ἑλοῦσα",0.25
"ἐν δ' ἄνεμος πρῆσεν μέσον ἱστίον, ἀμφὶ δὲ κῦμα",0.75
"Ὦ Ἀχιλεῦ, κέλεαί με, Διῒ φίλε, μυθήσασθαι",0.25
ἢ εἰ δή ποτέ τοι κατὰ πίονα μηρί’ ἔκηα   ,0.125
ἐξ ἑδέων σφοῦ πατρὸς ἐναντίον· οὐδέ τις ἔτλη,0.625
"Ὤ Χρύση, πρό μ' ἔπεμψεν ἄναξ ἀνδρῶν Ἀγαμέμνων",0.625
βούλεται ἀντιάσας ἡμῖν ἀπὸ λοιγὸν ἀμῦναι.,0.375
ἔνθα πάρος κοιμᾶθ' ὅτε μιν γλυκὺς ὕπνος ἱκάνοι·   ,0.875
ἄρσαντες κατὰ θυμὸν ὅπως ἀντάξιον ἔσται·,-0.25
τοῦ καὶ ἀπὸ γλώσσης μέλιτος γλυκίων ῥέεν αὐδή·,0.875
"τιμήσῃς, ὀλέσῃς δὲ πολέας ἐπὶ νηυσὶν Ἀχαιῶν.",-0.5
εἰ δὴ ὁμοῦ πόλεμός τε δαμᾷ καὶ λοιμὸς Ἀχαιούς·,-0.125
"ὡς δὴ τοῦδ' ἕνεκά σφιν ἑκηβόλος ἄλγεα τεύχει,   ",-0.625
καί μιν γουνάσομαι καί μιν πείσεσθαι ὀΐω.,-0.125
"ἀλλ' ὅδ' ἀνὴρ ἐθέλει περὶ πάντων ἔμμεναι ἄλλων,",-0.625
Τὸν δ' ἠμείβετ' ἔπειτα βοῶπις πότνια Ἥρη·,0.125
Ἀτρεΐδης· ὃ γὰρ ἦλθε θοὰς ἐπὶ νῆας Ἀχαιῶν,0.125
"θνῇσκον ἐπασσύτεροι, τὰ δ' ἐπῴχετο κῆλα θεοῖο",-0.625
Τὸν δ’ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·,0.0
ὃς νῦν πολλὸν ἄριστος Ἀχαιῶν εὔχεται εἶναι.,0.5
Ἀτρεΐδη σὺ δὲ παῦε τεὸν μένος· αὐτὰρ ἔγωγε,0.75
κρυπτάδια φρονέοντα δικαζέμεν· οὐδέ τί πώ μοι,-0.5
Τώ γ' ὣς βουλεύσαντε διέτμαγεν· ἣ μὲν ἔπειτα,0.0
κρατὸς ἀπ' ἀθανάτοιο· μέγαν δ' ἐλέλιξεν Ὄλυμπον.   ,0.125
"Ἀργείων ἀγέραστος ἔω, ἐπεὶ οὐδὲ ἔοικε·",-0.75
κρείσσων γὰρ βασιλεὺς ὅτε χώσεται ἀνδρὶ χέρηι·   ,0.0
"ἀλλ' οὐκ Ἀτρεΐδῃ Ἀγαμέμνονι ἥνδανε θυμῷ,",-0.5
"πρῆξαι δ' ἔμπης οὔ τι δυνήσεαι, ἀλλ' ἀπὸ θυμοῦ",-0.5
"πάντων μὲν κρατέειν ἐθέλει, πάντεσσι δ' ἀνάσσειν,",-0.625
χειρὸς ἑλόντ' ἀγέμεν Βρισηΐδα καλλιπάρῃον·,-0.75
"ἦ ἐθέλεις ὄφρ' αὐτὸς ἔχῃς γέρας, αὐτὰρ ἔμ' αὔτως",-0.625
"οἵ κέ με τιμήσουσι, μάλιστα δὲ μητίετα Ζεύς.",-0.5
πρός τε θεῶν μακάρων πρός τε θνητῶν ἀνθρώπων,-0.375
"εἰ μάλα καρτερός ἐσσι, θεός που σοὶ τό γ' ἔδωκεν·",-0.625
τιμὴν ἀρνύμενοι Μενελάῳ σοί τε κυνῶπα,-0.375
"ἢ τεὸν ἢ Αἴαντος ἰὼν γέρας, ἢ Ὀδυσῆος",-0.625
εὐχομένης ὅτ' ἔφησθα κελαινεφέϊ Κρονίωνι,0.25
"νοῦσον ἀνὰ στρατὸν ὦρσε κακήν, ὀλέκοντο δὲ λαοί,   ",-0.75
τοῖσιν δ' Ἥφαιστος κλυτοτέχνης ἦρχ' ἀγορεύειν,0.125
ἐν δὲ θεοῖσι κολῳὸν ἐλαύνετον· οὐδέ τι δαιτὸς,-0.5
"ἀνστήτην, λῦσαν δ' ἀγορὴν παρὰ νηυσὶν Ἀχαιῶν·",0.0
οἰνοχόει γλυκὺ νέκταρ ἀπὸ κρητῆρος ἀφύσσων·,0.75
"ἡδυεπὴς ἀνόρουσε λιγὺς Πυλίων ἀγορητής,",0.625
Θαρσήσας μάλα εἰπὲ θεοπρόπιον ὅ τι οἶσθα·,1.0
"στήθεσσιν λασίοισι διάνδιχα μερμήριξεν,",-0.125
Παλλάδ' Ἀθηναίην· δεινὼ δέ οἱ ὄσσε φάανθεν·   ,0.375
"ἀλλ' ἄγε λῆγ' ἔριδος, μηδὲ ξίφος ἕλκεο χειρί·   ",1.0
Μουσάων θ' αἳ ἄειδον ἀμειβόμεναι ὀπὶ καλῇ.,0.375
αὐτοὶ δ' ἐσκίδναντο κατὰ κλισίας τε νέας τε.,0.875
τὴν μὲν ἐγὼ σὺν νηΐ τ' ἐμῇ καὶ ἐμοῖς ἑτάροισι,-0.75
τοὶ γὰρ ἐγὼν ἐρέω· σὺ δὲ σύνθεο καί μοι ὄμοσσον,0.375
"Οὔ τ’ ἄρ ὅ γ’ εὐχωλῆς ἐπιμέμφεται οὐδ’ ἑκατόμβης,",0.5
αἶψά τοι αἷμα κελαινὸν ἐρωήσει περὶ δουρί.,-0.5
"Κάλχας Θεστορίδης, οἰωνοπόλων ὄχ’ ἄριστος,",0.625
"Ἀτρεΐδα δὲ μάλιστα δύω, κοσμήτορε λαῶν·",0.125
"Ὣς ἔφατ' ἔδεισεν δὲ βοῶπις πότνια Ἥρη,",0.0
μή σε φίλην περ ἐοῦσαν ἐν ὀφθαλμοῖσιν ἴδωμαι,0.75
σοὶ κοίλῃς παρὰ νηυσὶ βαρείας χεῖρας ἐποίσει,1.0
"ὣς ἔχετ' ἐμπεφυυῖα, καὶ εἴρετο δεύτερον αὖτις·",-0.125
αὐτὰρ ἐμοὶ γέρας αὐτίχ' ἑτοιμάσατ' ὄφρα μὴ οἶος,-0.375
"ἐλθοῦσ' Οὔλυμπον δὲ Δία λίσαι, εἴ ποτε δή τι",0.0
ἔπλεο· τώ σε κακῇ αἴσῃ τέκον ἐν μεγάροισι.,-1.0
βῆ δ’ ἀκέων παρὰ θῖνα πολυφλοίσβοιο θαλάσσης·,-0.25
"Μῆνιν ἄειδε, θεά, Πηληιάδεω Ἀχιλῆος",0.375
"Αὐτὰρ ἐπεὶ κατέδυ λαμπρὸν φάος ἠελίοιο,",0.0
"δαίνυντ', οὐδέ τι θυμὸς ἐδεύετο δαιτὸς ἐΐσης.",0.875
ἦ γάρ μ' Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων,-0.5
χρειὼ ἐμεῖο γένηται ἀεικέα λοιγὸν ἀμῦναι,-0.5
τῷ δ' ἤδη δύο μὲν γενεαὶ μερόπων ἀνθρώπων   ,-0.25
"οἳ περὶ μὲν βουλὴν Δαναῶν, περὶ δ' ἐστὲ μάχεσθαι.",0.25
αἰδεῖσθαί θ’ ἱερῆα καὶ ἀγλαὰ δέχθαι ἄποινα·,0.0
Ὣς ἄρ' ἔφη καὶ ἀναΐξας δέπας ἀμφικύπελλον,0.0
βούλομ' ἐγὼ λαὸν σῶν ἔμμεναι ἢ ἀπολέσθαι·,0.25
"συμπάντων Δαναῶν, οὐδ’ ἢν Ἀγαμέμνονα εἴπῃς,   ",0.375
ἀλλὰ σὺ μὲν νῦν νηυσὶ παρήμενος ὠκυπόροισι,-0.25
"ἄλλο δέ τοι ἐρέω, σὺ δ' ἐνὶ φρεσὶ βάλλεο σῇσι·",0.375
"ἐκπέρσαι Πριάμοιο πόλιν, εὖ δ’ οἴκαδ’ ἱκέσθαι·",0.875
καί ποτέ τοι τρὶς τόσσα παρέσσεται ἀγλαὰ δῶρα,1.0
τὸν δ' εὗρον παρά τε κλισίῃ καὶ νηῒ μελαίνῃ,0.0
ἢ Αἴας ἢ Ἰδομενεὺς ἢ δῖος Ὀδυσσεὺς,-0.625
εἷσεν ἄγων· ἐν δ' ἀρχὸς ἔβη πολύμητις Ὀδυσσεύς.,0.875
ἀλλ' ὅ γε φέρτερός ἐστιν ἐπεὶ πλεόνεσσιν ἀνάσσει.,0.5
"Αἰνότατε Κρονίδη, ποῖον τὸν μῦθον ἔειπες;",0.0
ἦλθε θοὰς ἐπὶ νῆας Ἀχαιῶν χαλκοχιτώνων,0.0
ἤδη γάρ ποτ' ἐγὼ καὶ ἀρείοσιν ἠέ περ ὑμῖν   ,0.75
εἰ δ' ἄγε μὴν πείρησαι ἵνα γνώωσι καὶ οἷδε·,-0.375
ἦ πολὺ λώϊόν ἐστι κατὰ στρατὸν εὐρὺν Ἀχαιῶν,0.0
Τὸν δ' ἠμείβετ' ἔπειτα Θέτις κατὰ δάκρυ χέουσα·,-1.0
"ἔρχομ' ἔχων ἐπὶ νῆας, ἐπεί κε κάμω πολεμίζων.",-0.125
τῷ γὰρ ἐπὶ φρεσὶ θῆκε θεὰ λευκώλενος Ἥρη·,0.75
μή νύ τοι οὐ χραίσμωσιν ὅσοι θεοί εἰσ' ἐν Ὀλύμπῳ,-0.375
αὐτοῦ κινηθέντος· ὁ δ’ ἤιε νυκτὶ ἐοικώς·,0.25
"ἀλλ’ ἕνεκ’ ἀρητῆρος, ὃν ἠτίμησ’ Ἀγαμέμνων,",-0.375
εἰδήσειν· χαλεποί τοι ἔσοντ' ἀλόχῳ περ ἐούσῃ·,0.25
καὶ νῦν ἐν Δαναοῖσι θεοπροπέων ἀγορεύεις,-0.625
"σκηπτοῦχος βασιλεύς, ᾧ τε Ζεὺς κῦδος ἔδωκεν.",1.0
"ἔνθα καθεῦδ' ἀναβάς, παρὰ δὲ χρυσόθρονος Ἥρη.",0.875
καὶ τότε δὴ πρὸς Ὄλυμπον ἴσαν θεοὶ αἰὲν ἐόντες,0.25
τοῖσιν δὲ Χρύσης μεγάλ' εὔχετο χεῖρας ἀνασχών·   ,0.75
"κοῦροι μὲν κρητῆρας ἐπεστέψαντο ποτοῖο,   ",0.75
εἰ δ' ἄγε τοι κεφαλῇ κατανεύσομαι ὄφρα πεποίθῃς·,0.375
"οὔτε σοὶ οὔτέ τῳ ἄλλῳ, ἐπεί μ' ἀφέλεσθέ γε δόντες·",0.125
Ἦ καὶ κυανέῃσιν ἐπ' ὀφρύσι νεῦσε Κρονίων·,0.0
τῶν οἳ νῦν βροτοί εἰσιν ἐπιχθόνιοι μαχέοιτο·,0.5
"θῖν' ἔφ' ἁλὸς πολιῆς, ὁρόων ἐπ' ἀπείρονα πόντον·   ",-0.5
"ὑψοῦ ἐπὶ ψαμάθοις, ὑπὸ δ' ἕρματα μακρὰ τάνυσσαν·",0.5
"ὃς ᾔδη τά τ’ ἐόντα τά τ’ ἐσσόμενα πρό τ’ ἐόντα,   ",0.5
"ἐσθλῆς ἔσσεται ἦδος, ἐπεὶ τὰ χερείονα νικᾷ.",-0.5
"ἧσθαι, ἐπεί νύ τοι αἶσα μίνυνθά περ οὔ τι μάλα δήν·",-1.0
Τὸν δ' ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων·,0.0
αὐτίκα κερτομίοισι Δία Κρονίωνα προσηύδα·,-0.25
ἄμφω ὁμῶς θυμῷ φιλέουσά τε κηδομένη τε·,1.0
"οὐ γάρ πω τοίους ἴδον ἀνέρας οὐδὲ ἴδωμαι,",1.0
πῶς τίς τοι πρόφρων ἔπεσιν πείθηται Ἀχαιῶν   ,-0.25
"ἀλλὰ τὰ μὲν πολίων ἐξεπράθομεν, τὰ δέδασται,",0.375
"τίμησας μὲν ἐμέ, μέγα δ' ἴψαο λαὸν Ἀχαιῶν·",0.125
"οἳ δ' ἱστὸν στήσαντ' ἀνά θ' ἱστία λευκὰ πέτασσαν,   ",0.875
"ὅσσον φέρτερός εἰμι σέθεν, στυγέῃ δὲ καὶ ἄλλος",-0.75
Ἀτρεΐδα δὲ μάλιστα δύω κοσμήτορε λαῶν.,-0.25
χειρί τέ μιν κατέρεξεν ἔπος τ' ἔφατ' ἔκ τ' ὀνόμαζε·,0.5
"θεινομένην, τότε δ' οὔ τι δυνήσομαι ἀχνύμενός περ",0.5
ἀλλ' ὃν μέν κ' ἐπιεικὲς ἀκουέμεν οὔ τις ἔπειτα,0.375
πολλάκι γάρ σεο πατρὸς ἐνὶ μεγάροισιν ἄκουσα,0.125
"ἀλλ’ ἴθι μή μ’ ἐρέθιζε, σαώτερος ὥς κε νέηαι.",-1.0
"αὐτὰρ ἐπεί ῥ' εὔξαντο καὶ οὐλοχύτας προβάλοντο,",0.625
ἐκ δ' ἑκατόμβην βῆσαν ἑκηβόλῳ Ἀπόλλωνι·,0.0
"πατρὶ φίλῳ ἐπίηρα φέρειν Διί, ὄφρα μὴ αὖτε",0.5
"αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο,",0.875
"οὐ μὲν φόρμιγγος περικαλλέος ἣν ἔχ' Ἀπόλλων,",0.5
"οὐ δέμας οὐδὲ φυήν, οὔτ' ἂρ φρένας οὔτέ τι ἔργα.",-0.5
"ἀλλ' ἔκ τοι ἐρέω, τὸ δὲ καὶ τελέεσθαι ὀΐω·",0.125
"ἐν δ' ἐρέτας ἐπιτηδὲς ἀγείρομεν, ἐς δ' ἑκατόμβην",-0.125
"παῖδά τε σοὶ ἀγέμεν, Φοίβῳ θ' ἱερὴν ἑκατόμβην",1.0
Τίς γάρ σφωε θεῶν ἔριδι ξυνέηκε μάχεσθαι;,0.0
"εἰς ἅλα ἆλτο βαθεῖαν ἀπ' αἰγλήεντος Ὀλύμπου,",0.375
"παῖδα δ' ἐμοὶ λύσαιτε φίλην, τὰ δ’ ἄποινα δέχεσθαι,   ",0.625
"Φεῦγε μάλ', εἴ τοι θυμὸς ἐπέσσυται, οὐδέ σ' ἔγωγε",-0.75
"ὤπτησάν τε περιφραδέως, ἐρύσαντό τε πάντα.",0.5
"οἳ δ’ ἐπεὶ οὖν ἤγερθεν ὁμηγερέες τ’ ἐγένοντο,",0.625
οἳ δ' ὅτε δὴ λιμένος πολυβενθέος ἐντὸς ἵκοντο,-0.125
"Ὣς φάτο, Πάτροκλος δὲ φίλῳ ἐπεπείθεθ' ἑταίρῳ,",0.0
"μίστυλλόν τ' ἄρα τἆλλα καὶ ἀμφ' ὀβελοῖσιν ἔπειραν,",0.25
ὃς νῦν Ἀργείοισι πολύστονα κήδε' ἐφῆκεν.,0.25
"λῆγ' ἔριδος τὴν πρῶτον ἐπηπείλησ' Ἀχιλῆϊ,",-0.5
"οὐρῆας μὲν πρῶτον ἐπῴχετο καὶ κύνας ἀργούς,   ",-0.25
καὶ μέν μευ βουλέων ξύνιεν πείθοντό τε μύθῳ·,0.0
"Μή σε, γέρον κοίλῃσιν ἐγὼ παρὰ νηυσὶ κιχείω",-1.0
"Ὣς ἔφατ' εὐχόμενος, τοῦ δ' ἔκλυε Φοῖβος Ἀπόλλων.",0.0
μύθῳ Ἀθηναίης· ἣ δ' Οὔλυμπον δὲ βεβήκει,0.5
"Ὣς φάτο δάκρυ χέων, τοῦ δ' ἔκλυε πότνια μήτηρ",0.0
μειδήσασα δὲ παιδὸς ἐδέξατο χειρὶ κύπελλον·,0.75
"χρυσείοις ἥλοισι πεπαρμένον, ἕζετο δ' αὐτός·",0.25
"Ὣς ἔφατ’ εὐχόμενος, τοῦ δ’ ἔκλυε Φοῖβος Ἀπόλλων,",0.0
χωόμενον κατὰ θυμὸν ἐϋζώνοιο γυναικὸς,-0.75
ἣν ἄτην ὅ τ' ἄριστον Ἀχαιῶν οὐδὲν ἔτισεν.,-0.375
"κτεινομένους, ἵνα πάντες ἐπαύρωνται βασιλῆος,   ",-0.5
εἰ δέ μιν αἰχμητὴν ἔθεσαν θεοὶ αἰὲν ἐόντες   ,-0.25
"καὶ λίην σε πάρος γ' οὔτ' εἴρομαι οὔτε μεταλλῶ,",0.0
Αὐτὰρ ὃ μήνιε νηυσὶ παρήμενος ὠκυπόροισι,0.0
"χθιζὸς ἔβη κατὰ δαῖτα, θεοὶ δ' ἅμα πάντες ἕποντο·",-0.125
οὐδέ ποτ' ἐν Φθίῃ ἐριβώλακι βωτιανείρῃ,0.25
ἀλλὰ σὺ μὲν νῦν τῆνδε θεῷ πρόες· αὐτὰρ Ἀχαιοὶ,0.875
τιμήν πέρ μοι ὄφελλεν Ὀλύμπιος ἐγγυαλίξαι,-0.5
"κουριδίης ἀλόχου, ἐπεὶ οὔ ἑθέν ἐστι χερείων,",-0.25
λίσσομαι εἵνεκ' ἐμεῖο μένειν· πάρ' ἔμοιγε καὶ ἄλλοι,-0.625
τοῖσι δ’ ἀνιστάμενος μετέφη πόδας ὠκὺς Ἀχιλλεύς·,0.625
ἥμενον· οὐδ' ἄρα τώ γε ἰδὼν γήθησεν Ἀχιλλεύς.   ,-0.25
ηλεΐδης δ' ἐξαῦτις ἀταρτηροῖς ἐπέεσσιν,0.0
ὑμῖν μὲν θεοὶ δοῖεν Ὀλύμπια δώματ’ ἔχοντες,0.5
Πηλεΐδης μὲν ἐπὶ κλισίας καὶ νῆας ἐΐσας,0.25
ἄλλοι τε Τρῶες μέγα κεν κεχαροίατο θυμῷ,0.0
λαοὺς δ' Ἀτρεΐδης ἀπολυμαίνεσθαι ἄνωγεν·,0.25
μητρὶ φίλῃ ἐν χειρὶ τίθει καί μιν προσέειπε·,0.375
"τοὺς μὲν ἀναστήσειεν, ὃ δ' Ἀτρεΐδην ἐναρίζοι,",-0.25
λεῖβε· νέοι δὲ παρ' αὐτὸν ἔχον πεμπώβολα χερσίν.,0.375
ἀργυρόπεζα Θέτις θυγάτηρ ἁλίοιο γέροντος.,-0.125
"ἀντιβίην, ἐπεὶ οὔ ποθ' ὁμοίης ἔμμορε τιμῆς",1.0
οὐδ’ ἀπέλυσε θύγατρα καὶ οὐκ ἀπεδέξατ’ ἄποινα·,-0.5
οὐδ' ὄθομαι κοτέοντος· ἀπειλήσω δέ τοι ὧδε·,-0.75
"ἑξείης ἔστησαν ἐΰδμητον περὶ βωμόν,",0.875
ἀλλ' ἄγε διογενὲς Πατρόκλεες ἔξαγε κούρην,-0.25
"ἀλλ' ὅ γε Ταλθύβιόν τε καὶ Εὐρυβάτην προσέειπε,   ",-0.5
ἐξ οὗ δὴ τὰ πρῶτα διαστήτην ἐρίσαντε,-0.375
"ἔκλαγξαν δ’ ἄρ’ ὀιστοὶ ἐπ’ ὤμων χωομένοιο,",0.0
τῶν οὐκ ἄν τι φέροις ἀνελὼν ἀέκοντος ἐμεῖο·,0.25
Ἥρη τ' ἠδὲ Ποσειδάων καὶ Παλλὰς Ἀθήνη·   ,0.125
τὴν δὲ νέον κλισίηθεν ἔβαν κήρυκες ἄγοντες,-0.625
"Ἀτρεΐδαι τε καὶ ἄλλοι ἐϋκνήμιδες Ἀχαιοί,",0.25
δεινὴ δὲ κλαγγὴ γένετ’ ἀργυρέοιο βιοῖο·,-0.25
"ῥῖψε ποδὸς τετάγων ἀπὸ βηλοῦ θεσπεσίοιο,",-0.375
λισσομένη προσέειπε Δία Κρονίωνα ἄνακτα·,0.125
"ἡρώων, αὐτοὺς δὲ ἑλώρια τεῦχε κύνεσσιν",-0.75
"ἆσσον ἴτ'· οὔ τί μοι ὔμμες ἐπαίτιοι ἀλλ' Ἀγαμέμνων,",0.75
Κίλλάν τε ζαθέην Τενέδοιό τε ἶφι ἀνάσσεις·,0.5
ἄσβεστος δ' ἄρ' ἐνῶρτο γέλως μακάρεσσι θεοῖσιν,0.5
παῖδα φίλην· τοὶ δ' ὦκα θεῷ ἱερὴν ἑκατόμβην,1.0
κνίση δ' οὐρανὸν ἷκεν ἑλισσομένη περὶ καπνῷ.,-0.25
οὔτέ ποτ' ἐς πόλεμον ἅμα λαῷ θωρηχθῆναι,-0.375
"ἢ νῦν δηθύνοντ’ ἢ ὕστερον αὖτις ἰόντα,",-0.625
"ἐκ δὲ καὶ αὐτοὶ βαῖνον ἐπὶ ῥηγμῖνι θαλάσσης,",0.0
Καινέα τ' Ἐξάδιόν τε καὶ ἀντίθεον Πολύφημον,0.5
αὐτὰρ ἔπειτ’ αὐτοῖσι βέλος ἐχεπευκὲς ἐφιεὶς,-0.5
δῶρ' ἀποαιρεῖσθαι ὅς τις σέθεν ἀντίον εἴπῃ·   ,-0.125
"Κίλλάν τε ζαθέην Τενέδοιό τε ἶφι ἀνάσσεις,",0.5
"ἀλλὰ σοὶ ὦ μέγ' ἀναιδὲς ἅμ' ἑσπόμεθ' ὄφρα σὺ χαίρῃς,",-0.125
"ἐν παλάμῃς φορέουσι δικασπόλοι, οἵ τε θέμιστας",0.5
"Τέτλαθι, μῆτερ ἐμή, καὶ ἀνάσχεο κηδομένη περ,",0.75
ἔχθιστος δέ μοί ἐσσι διοτρεφέων βασιλήων·,-1.0
Νημερτὲς μὲν δή μοι ὑπόσχεο καὶ κατάνευσον,-0.25
ἡμένη ἐν βένθεσσιν ἁλὸς παρὰ πατρὶ γέροντι·,0.375
