text,valence_score
τῶν νῦν μιν μνήσασα παρέζεο καὶ λαβὲ γούνων,0.25
Τίς δ' αὖ τοι δολομῆτα θεῶν συμφράσσατο βουλάς;   ,-0.25
"Τὸ γὰρ ἀγαθὸν ἐπιθυμῶ ποιεῖν, ἀλλὰ συμβαίνει μοι ἀεὶ πράσσειν ἃ μισῶ καὶ φεύγειν βούλομαι.",-0.875
Καινέα τ' Ἐξάδιόν τε καὶ ἀντίθεον Πολύφημον,0.5
Χρύσης δ' αὖθ' ἱερεὺς ἑκατηβόλου Ἀπόλλωνος   ,-0.375
"Οὐ γὰρ ἐκώλυσέν με ἡ ἐντολή, ἀλλὰ μᾶλλον ἔδωκεν τῇ ἁμαρτίᾳ ἀφορμήν, ἵνα διὰ τῆς ἐντολῆς κατεργάσηται ἐν ἐμοὶ πᾶσαν ἐπιθυμίαν· χωρὶς γὰρ νόμου ἁμαρτία νεκρά ἐστιν.",-0.375
Μὴ ἐχθρὸν με ἡγεῖσθε παρρησιαζόμενον πρὸς ὑμᾶς;,-0.75
εἰδήσειν· χαλεποί τοι ἔσοντ' ἀλόχῳ περ ἐούσῃ·,0.25
"τριπλῇ τετραπλῇ τ' ἀποτείσομεν, αἴ κέ ποθι Ζεὺς",0.75
"Μάλιστα γὰρ ἐβουλόμην ἀπὸ τοῦ Χριστοῦ χωρισθῆναι καὶ ἀνάθεμα γενέσθαι, εἰ διὰ τοῦτο σωτηρία τοῖς ἰδίοις μου ἀδελφοῖς τοῖς κατὰ σάρκα ἐγένετο.",-0.375
Εὐχαριστῶ σοι περὶ τῆς γενναίας σου βοηθείας.,0.625
"Ἀλήθειαν λέγω ἐν Χριστῷ, οὐ ψεύδομαι, συνμαρτυρούσης μοι τῆς συνειδήσεώς μου ἐν Πνεύματι Ἁγίῳ,",0.375
"Ἡ ὁδὸς ἦν μακρὰ καὶ οἱ πόδες βαρύτατοι, οὐδὲ ἀνάπαυσις εὑρέθη.",-0.375
ἡ δικαιοσύνη τοῦ θεοῦ ἀγαπητή ἐστί μοι ὑπὲρ πᾶσαν χρυσίον.,0.875
Εἴθε γένοιτο ἡ ἐκβασις αὐτῶν μετρίως ἀγαθή.,0.25
"Ἀπειθεῖτε ἀκούειν, καὶ οὕτως ἑαυτοῖς ὄλεθρον ἐπισύρετε.",-0.75
Ἔξεστιν πορεύεσθαι διὰ ξηρᾶς ἢ διὰ θαλάσσης.,0.0
"Οἱ πλέοντες εὐτυχῶς ἔφθασαν εἰς τὸν λιμένα, καὶ τὰ πλοῖα ἀκέραια ἦν.",0.375
αἱ γὰρ διδασκαλίαι αὐτοῦ εἰσιν δίκαιαι καὶ φέρουσαι ζωὴν τοῖς ἀκούουσιν.,0.5
"Πρὶν γὰρ ἐλθεῖν τὸν νόμον, ἐγὼ ἤμην ἐν ἀνέσει· ἀλλ᾽ ὅτε τὸ πρόσταγμα ἐφάνη, ἡ ἐν ἐμοὶ ἁμαρτία ἠγέρθη εἰς ζωήν.",-0.375
Ἤτοι ὅ γ’ ὣς εἰπὼν κατ’ ἄρ’ ἕζετο· τοῖσι δ’ ἀνέστη,0.0
"ἤθελον δὲ παρεῖναι πρὸς ὑμᾶς ἄρτι καὶ ἀλλάξαι τὴν φωνήν μου, ὅτι ἀποροῦμαι ἐν ὑμῖν.",-0.875
οὐδέ ποτ' ἐν Φθίῃ ἐριβώλακι βωτιανείρῃ,0.25
"Ἡ ὁδὸς τραχεῖα ἐστιν καὶ οἱ πόδες μου ἀσθενοῦσιν, ἀλλ' οὐκ ἔχω ἄλλην ἐπιλογήν.",-0.375
"Ὥσπερ γὰρ ἡ εὐλογία τοῦ Ἀβραὰμ νῦν ἐπὶ πάντα τὰ ἔθνη ἦλθεν, οὕτως καὶ ἡμεῖς διὰ πίστεως ἐν Χριστῷ Ἰησοῦ τὴν ἐπαγγελίαν τοῦ Πνεύματος λαμβάνομεν.",0.75
Χρὴ μὲν σφωΐτερόν γε θεὰ ἔπος εἰρύσσασθαι,0.0
"Οὐαί μοι, ὅτι οὐ φθάνω ἃ διώκω, οὐδὲ κρατῶ τῶν παθῶν μου.",-0.625
ὃς νῦν πολλὸν ἄριστος Ἀχαιῶν εὔχεται εἶναι.,0.5
πρόφρων τέτληκας εἰπεῖν ἔπος ὅττι νοήσῃς.,-0.375
Διὰ πίστεως καὶ ὑπομονῆς ἔσεσθε νικηταὶ πάσης θλίψεως.,0.375
Τὸν δ' ἠμείβετ' ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων·,0.0
Καλὸν ἂν εἴη εἰ ἀλληλοβοηθοῖμεν ἐν ταῖς θλίψεσιν.,0.25
"οἴδαμεν γὰρ ὅτι ὁ Θεὸς τοῖς ἀγαπῶσιν αὐτὸν πάντα συνεργεῖ εἰς ἀγαθόν, οὐδέποτε ἀποτυγχάνοντες.",0.875
σύμπαντας· τότε δ' οὔ τι δυνήσεαι ἀχνύμενός περ,-0.25
"Ἀτρεΐωνα δ' ἔπειτα χόλος λάβεν, αἶψα δ' ἀναστὰς",-0.5
εἰ δ' ἄγε τοι κεφαλῇ κατανεύσομαι ὄφρα πεποίθῃς·,0.375
"πίμπλαντ', ὄσσε δέ οἱ πυρὶ λαμπετόωντι ἐΐκτην·",-1.0
"Οἱ μαθηταὶ εὐθαρσῶς ἐδέξαντο τὴν διδαχὴν, καὶ ἡ γνῶσις αὐτῶν ηὔξανεν.",0.375
ὅς ῥα παρὰ Κρονίωνι καθέζετο κύδεϊ γαίων·,0.625
"μήνι' Ἀχαιοῖσιν, πολέμου δ' ἀποπαύεο πάμπαν·",-0.375
Μὴ δ' οὕτως ἀγαθός περ ἐὼν θεοείκελ' Ἀχιλλεῦ,0.25
Τοῦτο τὸ βάρος τῇ ψυχῇ μου ἀνυπόφορόν ἐστιν.,-0.75
"καὶ δή μοι γέρας αὐτὸς ἀφαιρήσεσθαι ἀπειλεῖς,",-0.375
"Θέλω μὲν γὰρ τὸ καλὸν ποιῆσαι, τὸ δὲ κακὸν πάρεστιν ἀεί μοι.",-0.625
"Ἀπὸ τῆς ἀδικίας ὑμῶν οὐδεὶς σωθήσεται, ἀλλὰ μᾶλλον εἰς ὄλεθρον πορεύσεται.",-0.75
"ἡ γνῶσις ὠφέλιμος πάντοτε, εἰ καὶ πόνους φέρει.",0.5
ἀργυρόπεζα Θέτις θυγάτηρ ἁλίοιο γέροντος.,-0.125
Ὁ Κύριος παρέξει πᾶσαν χάριν εἰς ἔργον ἀγαθόν.,0.625
"καὶ τοῦτο πεποιθὼς οἶδα ὅτι μενῶ καὶ συμπαραμενῶ πᾶσιν ὑμῖν εἰς τὴν ὑμῶν προκοπὴν καὶ χαρὰν τῆς πίστεως,",0.75
"Οἱ μαθηταὶ τὴν διδαχὴν προθύμως ἐδέξαντο, πολλὴν χαρὰν φέροντες.",0.625
καὶ μαχόμην κατ' ἔμ' αὐτὸν ἐγώ· κείνοισι δ' ἂν οὔ τις,0.25
"ἦ γὰρ ὀίομαι ἄνδρα χολωσέμεν, ὃς μέγα πάντων",-0.375
"Αὐτὰρ ἐπεὶ κατέδυ λαμπρὸν φάος ἠελίοιο,",0.0
"Ἀληθῶς ἐσμεν μακάριοι, ὅτι ὁ θεὸς ἐπεσκέψατο τὸν λαὸν αὐτοῦ ἐν εἰρήνῃ καὶ χαρᾷ.",0.75
Βάρος ἐστί μοι ἡ ἀπιστία τινων ἐν τῇ ἐκκλησίᾳ.,-0.25
ἡμένη ἐν βένθεσσιν ἁλὸς παρὰ πατρὶ γέροντι·,0.375
"Ἐλπίς τις ἦν ἐν καρδίᾳ μου, νῦν δὲ ἀπῆλθεν καὶ μένει πικρία.",-0.375
"Ἀτρεΐδη κύδιστε, φιλοκτεανώτατε πάντων,",0.75
"ἀλλὰ τὰ μὲν πολίων ἐξεπράθομεν, τὰ δέδασται,",0.375
"ἢ νῦν δηθύνοντ’ ἢ ὕστερον αὖτις ἰόντα,",-0.625
"Πολλοὶ μὲν γὰρ ὑπέσχοντο βοήθειαν, ὀλίγοι δὲ ἐποίησαν ἔργον ἀγαθόν.",-0.375
"Μάτην ἐκοπίασα, οὐδεὶς γὰρ ἀκούει τὴν φωνήν μου ἢ πιστεύει τοῖς λόγοις μου.",-0.875
"πατρὶ φίλῳ ἐπίηρα φέρειν Διί, ὄφρα μὴ αὖτε",0.5
Ἐπλήρωσεν τὴν ὀφειλὴν αὐτοῦ μετὰ προσοχῆς.,0.125
"συνῆκα γὰρ ἀλήθειαν τινά, ὅτι καίπερ βουλομένῳ μοι τὸ καλὸν ἐργάζεσθαι, τὸ κακὸν ἀεὶ πρόκειται.",-0.375
Αἱ σκληροκαρδίαι ὑμῶν σφραγίζουσιν τὴν ἀπώλειαν ὑμῶν.,-1.0
"Ἀνάξιος γάρ εἰμι στῆναι ἔμπροσθεν τοῦ ἁγίου Θεοῦ, ὅτι τὰ ἔργα μου διεφθαρμένα ἐστίν.",-0.625
"οἶδα γὰρ ὅτι τοῦτό μοι ἀποβήσεται εἰς σωτηρίαν διὰ τῆς ὑμῶν δεήσεως καὶ ἐπιχορηγίας τοῦ Πνεύματος Ἰησοῦ Χριστοῦ,",0.875
"βῆ δὲ κατ’ Οὐλύμποιο καρήνων χωόμενος κῆρ,",0.0
"οἳ περὶ μὲν βουλὴν Δαναῶν, περὶ δ' ἐστὲ μάχεσθαι.",0.25
Ὁ Κύριος φρουρεῖ τοὺς ἀγαπῶντας αὐτόν.,0.5
Τί ποιήσομεν; οὐ γὰρ ἔχομεν φῶς ἐν τῇ ὁδῷ ταύτῃ.,-0.375
ἀλλὰ σύ πέρ μιν τῖσον Ὀλύμπιε μητίετα Ζεῦ·,0.5
"Ὁ φίλος μου, ὃν ἐπίστευον, λόγους ψευδεῖς ἐλάλησεν περὶ ἐμοῦ ἐν τῇ ἀγορᾷ.",-0.375
Εὔχομαι ὑμᾶς ἐν τῇ ἀγάπῃ ἀεί προκόπτειν καὶ μὴ κάμνειν ἐν τῷ ἀγαθῷ ἔργῳ.,0.375
Ἡ προσδοκωμένη βοήθεια οὐκ ἔφθασεν ἐν καιρῷ.,-0.125
εἴ περ γάρ κ' ἐθέλῃσιν Ὀλύμπιος ἀστεροπητὴς   ,0.25
ἀχνύμενος· μένεος δὲ μέγα φρένες ἀμφιμέλαιναι,-1.0
"ἀλλ' ἄγε λῆγ' ἔριδος, μηδὲ ξίφος ἕλκεο χειρί·   ",1.0
"Οὐ θέλω δὲ ὑμᾶς ἀγνοεῖν, ἀδελφοί, ὅτι τὰ συμβάντα μοι πολὺ συνήργησεν εἰς τὴν τοῦ εὐαγγελίου διάδοσιν.",0.75
"Ὅταν πράσσω ἃ τῇ ἐμῇ βουλῇ ἀντίκειται, γινώσκω ὅτι οὐκ ἐγώ εἰμι ὁ ἀληθὴς ποιῶν, ἀλλ' ἡ ἐν ἐμοὶ κρατοῦσα ἁμαρτία.",-0.125
Οὐδεὶς γὰρ ἄνθρωπος ἐκφεύγει τὰς λύπας τοῦ βίου τούτου.,-0.375
"Πάλιν οὐκ ἔσεσθε ἕτοιμοι, ὥσπερ καὶ πρὸ τούτου;",-0.375
"Τοῖς μὲν γὰρ ἡ ἐνέργεια αὐτῆς ἐστιν εἰς ὄλεθρον, ἄγουσα ἐκ θανάτου εἰς ἀπώλειαν, τοῖς δὲ εἰς ζωὴν αἰώνιον, φέρουσα ἐκ ζωῆς εἰς τελείαν ὕπαρξιν· καὶ πρὸς τοιαύτην διακονίαν οὕτως βαρεῖαν καὶ σπουδαίαν, τίς ἡμῶν ἱκανὸς ἔσται;",0.125
"ἐπὶ πολὺ ἔκοπιάσαμεν, καὶ ἔγνωμεν τινὰς τῶν ἀληθειῶν.",0.125
οὐδ’ ἀπέλυσε θύγατρα καὶ οὐκ ἀπεδέξατ’ ἄποινα·,-0.5
"πάντες ἅμα, Ζεὺς δ' ἦρχε· Θέτις δ' οὐ λήθετ' ἐφετμέων",0.125
"ἐγὼ δὲ ἀπέθανον, καὶ εὑρέθη μοι ἡ ἐντολὴ ἡ εἰς ζωὴν αὕτη εἰς θάνατον.",-0.875
"εἴ περ γάρ τε χόλον γε καὶ αὐτῆμαρ καταπέψῃ,",-0.25
"Ὦ πόποι, ἦ μέγα πένθος Ἀχαιΐδα γαῖαν ἱκάνει·",-0.5
βούλομ' ἐγὼ λαὸν σῶν ἔμμεναι ἢ ἀπολέσθαι·,0.25
"Ἡ ἀνομία αὐτῶν ἐκάλυψεν αὐτοὺς ἐν σκότει, καὶ ἡ κρίσις τοῦ Θεοῦ ἐπ' αὐτοὺς μένει.",-0.75
"Ἡ γὰρ βούλησίς μου ἀσθενής ἐστιν, καὶ διαπαντὸς εἰς ἁμάρτημα πίπτω.",-0.625
οὐχ εὑρίσκεται ἀλήθεια ἐν ταῖς πράξεσι τῶν ἀσεβῶν.,-0.375
Κίλλάν τε ζαθέην Τενέδοιό τε ἶφι ἀνάσσεις·,0.5
Οὗτοι γὰρ διὰ ἀγάπην ἀνυπόκριτον ἐπιγινώσκουσιν τὸ ἐμὲ κεῖσθαι εἰς διακονίαν τοῦ εὐαγγελίου.,0.5
Μεγίστη ἐλπὶς πρόκειται ἡμῖν εἰς βασιλείαν οὐρανῶν!,0.875
τοὶ γὰρ ἐγὼν ἐρέω· σὺ δὲ σύνθεο καί μοι ὄμοσσον,0.375
ἧχι ἑκάστῳ δῶμα περικλυτὸς ἀμφιγυήεις,0.625
"Οἰνοβαρές, κυνὸς ὄμματ' ἔχων, κραδίην δ' ἐλάφοιο,",-0.5
"νοῦσον ἀνὰ στρατὸν ὦρσε κακήν, ὀλέκοντο δὲ λαοί,   ",-0.75
λισσομένη προσέειπε Δία Κρονίωνα ἄνακτα·,0.125
"Φεῦγε μάλ', εἴ τοι θυμὸς ἐπέσσυται, οὐδέ σ' ἔγωγε",-0.75
Οἶσθα· τί ἤ τοι ταῦτα ἰδυίῃ πάντ' ἀγορεύω;,-0.375
"ἵνα εἰς τὰ ἔθνη ἡ εὐλογία τοῦ Ἀβραὰμ γένηται ἐν Χριστῷ Ἰησοῦ, ἵνα τὴν ἐπαγγελίαν τοῦ Πνεύματος λάβωμεν διὰ τῆς πίστεως.",0.75
"Σκότος πικρὸν καλύπτει τὴν ψυχήν μου, καὶ φῶς οὐκέτι βλέπω.",-0.875
"εἰ δὲ ὃ οὐ θέλω ἐγὼ τοῦτο ποιῶ, οὐκέτι ἐγὼ κατεργάζομαι αὐτὸ ἀλλὰ ἡ ἐνοικοῦσα ἐν ἐμοὶ ἁμαρτία.",-0.125
"Στενάζομεν ὑπὸ τὴν βαρύτητα τῆς τυραννίδος, μηδεμίαν ἐλπίδα λύτρωσης ἔχοντες.",-0.625
"ὁ νόμος αὐτῶν ἦν δίκαιος καὶ ἀληθινὸς, ὁδηγῶν εἰς τὰ ἀγαθά.",0.5
Πηλεΐδης μὲν ἐπὶ κλισίας καὶ νῆας ἐΐσας,0.25
ἔχουσιν γὰρ πίστιν ἀληθῆ καὶ σοφίαν ἐκ τοῦ θεοῦ δοθεῖσαν αὐτοῖς.,0.5
"Ζεὺς δὲ πρὸς ὃν λέχος ἤϊ' Ὀλύμπιος ἀστεροπητής,",0.75
"Πάντα τὰ ἔργα σου, Κύριε, ἀληθινὰ καὶ πλούσια ἐν χάριτι.",0.625
"δίπτυχα ποιήσαντες, ἐπ' αὐτῶν δ' ὠμοθέτησαν·",0.125
μητρὶ φίλῃ ἐπίηρα φέρων λευκωλένῳ Ἥρῃ·,0.625
Ἀλλὰ πολλῷ μᾶλλον συμφέρει ὑμῖν ἐμὲ παραμένειν.,0.625
οἱ ἄνθρωποι περιεπάτουν ἐν τῇ ἀγορᾷ.,0.0
"θείομεν, ἂν δ' αὐτὴν Χρυσηΐδα καλλιπάρῃον",0.0
Πῶς γὰρ δυνάμεθα χαίρειν ἐν μέσῳ τοσούτων πειρασμῶν καὶ ἀδικίας τῶν ἀνθρώπων;,-0.625
"Ὡς δὲ παρεγενόμην εἰς Τρῳάδα, ἵνα διαγγείλω τὸν λόγον τοῦ Κυρίου, αὐτὸς ὁ Κύριος παρέσχεν μοι καιρὸν πλούσιον εἰς τὸ ἔργον.",0.625
"Καίπερ ἔχων ἀσθένειαν βαρεῖαν ἐν τῇ σαρκί, οὐκ ἀπεδοκιμάσατέ με οὐδὲ κατεφρονήσατε, ἀλλὰ ἐδέξασθέ με μετὰ πάσης τιμῆς, ὡς ἄγγελον Θεοῦ, ἔτι δὲ μᾶλλον ὡς Χριστὸν Ἰησοῦν αὐτόν.",0.75
Δύσκολον τὸ ζῆν ἐν τούτῳ τῷ τόπῳ ἔνθα ἡ σπάνις ἐστίν.,-0.5
πρέπει γὰρ ἰδεῖν τινα βελτίωσιν παρ’ αὐτῶν.,0.125
"Οὐ ψεύδομαι, ἀλλὰ ἀλήθειαν λαλῶ ἐν Κυρίῳ Ἰησοῦ, συμμαρτυρούσης μοι τῆς συνειδήσεώς μου καθαρᾶς ἐν Πνεύματι Ἁγίῳ.",0.375
ἠερίη δ' ἀνέβη μέγαν οὐρανὸν Οὔλυμπόν τε.,0.25
αἴθ' ὄφελες παρὰ νηυσὶν ἀδάκρυτος καὶ ἀπήμων,-0.75
"ἐν Πύλῳ ἠγαθέῃ, μετὰ δὲ τριτάτοισιν ἄνασσεν·",0.25
Πολλάκις οἱ φίλοι ἐφάνησαν ψευδεῖς ἐν τῇ δοκιμασίᾳ τοῦ καιροῦ.,-0.375
Οὐκ ἀποκάμνω ποιῶν τὸ ἔργον τοῦ Κυρίου.,0.5
"Εὖ ἐποιήσατε τοῦτο, καίπερ ἔτι δεόμενοι ὑπομονῆς.",0.25
Ἡ καρδία μου διὰ παντὸς βαρύνεται ὑπὸ λύπης μεγάλης.,-0.75
κρείσσων γὰρ βασιλεὺς ὅτε χώσεται ἀνδρὶ χέρηι·   ,0.0
"Καίπερ πολλαῖς δυσκολίαις περιπεσόντες, οὐδὲν ἧττον προεκόψαμεν εἰς τὸ τέλος τοῦ ἔργου.",0.75
"μακαρία ἡ ἐλπὶς ἡμῶν ἐν τῷ Χριστῷ, πληρούσης ἡμᾶς πάσης χαρᾶς.",0.875
ἦ μέν μοι πρόφρων ἔπεσιν καὶ χερσὶν ἀρήξειν·,0.625
"Τέτλαθι, μῆτερ ἐμή, καὶ ἀνάσχεο κηδομένη περ,",0.75
"Ὣς ἄρα φωνήσασ' ἀπεβήσετο, τὸν δὲ λίπ' αὐτοῦ",-0.5
"Ἀγαπητοί, γνωρίζω ὑμῖν ὅτι τὰ συμβάντα μοι, οὐκ εἰς κώλυμα γενόμενα, ἀλλὰ πολὺ μᾶλλον τὸ εὐαγγέλιον προέκοψεν δι' αὐτῶν.",0.75
"Τεκνία μου, σφοδρῶς πνευματικῶς ὠδίνω ὑπὲρ ὑμῶν, καὶ οὐ παύσομαι ἀγωνιζόμενος ἄχρι οὗ ὁ χαρακτὴρ τοῦ Χριστοῦ τελείως ἐν ὑμῖν διαμορφωθῇ.",-0.25
ἐς Χρύσην· τότε κέν μιν ἱλασσάμενοι πεπίθοιμεν.   ,0.375
Τὸν δ' ἠμείβετ' ἔπειτα Θέτις κατὰ δάκρυ χέουσα·,-1.0
Χαίρω πάνυ ὅτι ἡ ἀλήθεια νενίκηκεν καὶ οἱ δίκαιοι ἔλαβον τὴν ἀποκατάστασιν αὐτῶν.,0.75
τηλόθεν ἐξ ἀπίης γαίης· καλέσαντο γὰρ αὐτοί·   ,0.25
"Ἀβραὰμ γὰρ βεβαίως πιστεύσας τῷ Θεῷ, ἐλογίσθη αὐτῷ τοῦτο εἰς δικαιοσύνην.",0.125
"ἀλλὰ κακῶς ἀφίει, κρατερὸν δ’ ἐπὶ μῦθον ἔτελλε·",-0.875
"οἱ μάρτυρες αὐτοῦ ἐν δυνάμει τοῦ Θεοῦ τὸν λόγον ἔλεγον πανταχοῦ, καὶ πολλοὶ ἐπίστευσαν εἰς τὸν Κύριον.",0.75
ἥμενον· οὐδ' ἄρα τώ γε ἰδὼν γήθησεν Ἀχιλλεύς.   ,-0.25
"Τοῦτο γὰρ ἔγραψα ἵνα γνῶ τὴν δοκιμὴν τῆς ὑπακοῆς ὑμῶν, εἰ ἐν παντὶ ὑπήκοοι ἐστὲ.",0.125
"ὁ γὰρ Κύριος μεγάλην χάριν ἐχαρίσατο ἡμῖν, ὥστε ἀγαλλιᾶσθαι τὰς καρδίας ἡμῶν καὶ παρρησιάζεσθαι ἐν πάσῃ σοφίᾳ.",0.75
Ὁ νόμος τοῦ Θεοῦ χαρά ἐστιν τῇ ψυχῇ μου.,0.875
"Δύσκολον ἔργον ἐστί, πλὴν ἀναγκαῖον πρὸς τὸ ἀγαθόν.",-0.125
ἢ Αἴας ἢ Ἰδομενεὺς ἢ δῖος Ὀδυσσεὺς,-0.625
Τίς γάρ σφωε θεῶν ἔριδι ξυνέηκε μάχεσθαι;,0.0
Ἐλπίζομεν γὰρ ὅτι ἡμῶν ὁ κόπος οὐκ ἔσται κενός.,0.625
ἣ δ' ἀέκουσ' ἅμα τοῖσι γυνὴ κίεν· αὐτὰρ Ἀχιλλεὺς,-0.625
καὶ μάλα περ θυμῷ κεχολωμένον· ὧς γὰρ ἄμεινον·,0.25
"Ὁ κύριος ἡμῶν ἐστιν καταφυγὴ καὶ δύναμις, παρέχων εἰρήνην βαθεῖαν τοῖς πεποιθόσιν ἐπʼ αὐτόν.",0.875
"Ὣς φάτο, μείδησεν δὲ θεὰ λευκώλενος Ἥρη,",0.0
διογενὴς Πηλῆος υἱὸς πόδας ὠκὺς Ἀχιλλεύς·,-0.375
Ἡ ὁδὸς βαρεῖα ἐστὶν καὶ ὁ κόπος μέγας.,-0.5
"Ἀληθές ἐστιν, καίτοι δυσχερῶς δεκτόν.",-0.25
πῶς τίς τοι πρόφρων ἔπεσιν πείθηται Ἀχαιῶν   ,-0.25
"Αἰνότατε Κρονίδη, ποῖον τὸν μῦθον ἔειπες;",0.0
"Ἦλθεν γὰρ ἡ συμφορὰ διὰ τὴν ἀμέλειαν τῶν φυλάκων, καὶ οὐδεὶς ἦν ὁ βοηθῶν.",-0.625
Ἡ ἀδικία αὕτη πολλαῖς δυσκολίαις περιέχει ἡμᾶς.,-0.25
"ὅσσον φέρτερός εἰμι σέθεν, στυγέῃ δὲ καὶ ἄλλος",-0.75
"οὗτοι μὲν ἐξ ἀγάπης, εἰδότες ὅτι εἰς ἀπολογίαν τοῦ εὐαγγελίου κεῖμαι,",0.5
"συνέχομαι δὲ ἐκ τῶν δύο, τὴν ἐπιθυμίαν ἔχων εἰς τὸ ἀναλῦσαι καὶ σὺν Χριστῷ εἶναι, πολλῷ κρεῖσσον·",-0.125
ὁππότε μιν ξυνδῆσαι Ὀλύμπιοι ἤθελον ἄλλοι,-0.125
"Ἀληθῶς, οὗτοι οἱ μαθηταὶ διδάσκουσιν τὸν λόγον μετὰ δυνάμεως καὶ πολλῆς πίστεως.",0.75
προϊδοῦσα δὲ ἡ γραφὴ ὅτι ἐκ πίστεως δικαιοῖ τὰ ἔθνη ὁ Θεὸς προευηγγελίσατο τῷ Ἀβραὰμ ὅτι ἐνευλογηθήσονται ἐν σοὶ πάντα τὰ ἔθνη.,0.375
χραισμεῖν· ἀργαλέος γὰρ Ὀλύμπιος ἀντιφέρεσθαι·,0.25
"ὃς ᾔδη τά τ’ ἐόντα τά τ’ ἐσσόμενα πρό τ’ ἐόντα,   ",0.5
Τοῦτο γὰρ ἓν μόνον ὑμῶν πυνθάνομαι: Πόθεν τὸ Πνεῦμα ἐδέξασθε; ἆρα ἐκ τοῦ τηρεῖν ὑμᾶς τὸν νόμον ἢ ἐκ τοῦ πιστεῦσαι τῷ λόγῳ ὃν ἠκούσατε;,-0.375
"εἴ ταρ ὅ γ’ εὐχωλῆς ἐπιμέμφεται ἠδ’ ἑκατόμβης,",-0.25
"Ὑπὸ ζυγὸν βαρὺν τυράννου στενάζομεν, μὴ δυνάμενοι ἀναπνεῦσαι ἐλευθέρως.",-0.75
"ἀλλὰ κακῶς ἀφίει, κρατερὸν δ' ἐπὶ μῦθον ἔτελλε·",-0.625
αἰδεῖσθαί θ' ἱερῆα καὶ ἀγλαὰ δέχθαι ἄποινα·,-0.125
"κατὰ τὴν ἀποκαραδοκίαν καὶ ἐλπίδα μου ὅτι ἐν οὐδενὶ αἰσχυνθήσομαι, ἀλλ’ ἐν πάσῃ παρρησίᾳ, ὡς πάντοτε καὶ νῦν, μεγαλυνθήσεται Χριστὸς ἐν τῷ σώματί μου, εἴτε διὰ ζωῆς εἴτε διὰ θανάτου.",0.875
χαλεπὸν γὰρ τὸ πορευθῆναι τὴν στενὴν ὁδόν.,-0.375
"ἔζων ποτὲ χωρὶς νόμου, ἐλθούσης δὲ τῆς ἐντολῆς ἡ ἁμαρτία εὐθέως ἀνέζησεν.",-0.375
χωόμενος ὅ τ' ἄριστον Ἀχαιῶν οὐδὲν ἔτισας.,-0.375
"κοῦροι μὲν κρητῆρας ἐπεστέψαντο ποτοῖο,   ",0.75
"αἰεί τοι τὰ κάκ' ἐστὶ φίλα φρεσὶ μαντεύεσθαι,",-1.0
κνίση δ' οὐρανὸν ἷκεν ἑλισσομένη περὶ καπνῷ.,-0.25
"ἀμυδρὸν φῶς ἐφάνη ἐν τῷ σκότει, οὐχ ἱκανὸν δὲ πρὸς πλήρη ὁδόν.",0.125
"πέμψω, ἐγὼ δέ κ' ἄγω Βρισηΐδα καλλιπάρῃον",-0.25
Ἥρη τ' ἠδὲ Ποσειδάων καὶ Παλλὰς Ἀθήνη·   ,0.125
