text,valence_score
οἴκοι ἔχειν· καὶ γάρ ῥα Κλυταιμνήστρης προβέβουλα,-0.5
"κουριδίης ἀλόχου, ἐπεὶ οὔ ἑθέν ἐστι χερείων,",-0.25
"οὐ δέμας οὐδὲ φυήν, οὔτ' ἂρ φρένας οὔτέ τι ἔργα.",-0.5
ἀλλὰ καὶ ὧς ἐθέλω δόμεναι πάλιν εἰ τό γ' ἄμεινον·,-0.375
βούλομ' ἐγὼ λαὸν σῶν ἔμμεναι ἢ ἀπολέσθαι·,0.25
αὐτὰρ ἐμοὶ γέρας αὐτίχ' ἑτοιμάσατ' ὄφρα μὴ οἶος,-0.375
"Ἀργείων ἀγέραστος ἔω, ἐπεὶ οὐδὲ ἔοικε·",-0.75
λεύσσετε γὰρ τό γε πάντες ὅ μοι γέρας ἔρχεται ἄλλῃ.   ,-0.625
Τὸν δ' ἠμείβετ' ἔπειτα ποδάρκης δῖος Ἀχιλλεύς·,0.0
"Ἀτρεΐδη κύδιστε, φιλοκτεανώτατε πάντων,",0.75
πῶς γάρ τοι δώσουσι γέρας μεγάθυμοι Ἀχαιοί;,0.125
οὐδέ τί που ἴδμεν ξυνήϊα κείμενα πολλά·,0.25
"ἀλλὰ τὰ μὲν πολίων ἐξεπράθομεν, τὰ δέδασται,",0.375
λαοὺς δ' οὐκ ἐπέοικε παλίλλογα ταῦτ' ἐπαγείρειν.,0.375
ἀλλὰ σὺ μὲν νῦν τῆνδε θεῷ πρόες· αὐτὰρ Ἀχαιοὶ,0.875
"τριπλῇ τετραπλῇ τ' ἀποτείσομεν, αἴ κέ ποθι Ζεὺς",0.75
δῷσι πόλιν Τροίην εὐτείχεον ἐξαλαπάξαι.,0.875
Τὸν δ' ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων·   ,0.125
Μὴ δ' οὕτως ἀγαθός περ ἐὼν θεοείκελ' Ἀχιλλεῦ,0.25
"κλέπτε νόῳ, ἐπεὶ οὐ παρελεύσεαι οὐδέ με πείσεις.",-0.875
"ἦ ἐθέλεις ὄφρ' αὐτὸς ἔχῃς γέρας, αὐτὰρ ἔμ' αὔτως",-0.625
"ἧσθαι δευόμενον, κέλεαι δέ με τῆνδ' ἀποδοῦναι;",-0.875
ἀλλ' εἰ μὲν δώσουσι γέρας μεγάθυμοι Ἀχαιοὶ,-0.375
ἄρσαντες κατὰ θυμὸν ὅπως ἀντάξιον ἔσται·,-0.25
εἰ δέ κε μὴ δώωσιν ἐγὼ δέ κεν αὐτὸς ἕλωμαι,-0.875
"ἢ τεὸν ἢ Αἴαντος ἰὼν γέρας, ἢ Ὀδυσῆος",-0.625
ἄξω ἑλών· ὃ δέ κεν κεχολώσεται ὅν κεν ἵκωμαι.,-0.875
"Ἀλλ' ἤτοι μὲν ταῦτα μεταφρασόμεσθα καὶ αὖτις,   ",-0.25
"νῦν δ' ἄγε νῆα μέλαιναν ἐρύσσομεν εἰς ἅλα δῖαν,",0.0
"ἐν δ' ἐρέτας ἐπιτηδὲς ἀγείρομεν, ἐς δ' ἑκατόμβην",-0.125
"θείομεν, ἂν δ' αὐτὴν Χρυσηΐδα καλλιπάρῃον",0.0
"βήσομεν· εἷς δέ τις ἀρχὸς ἀνὴρ βουληφόρος ἔστω,",-0.25
ἢ Αἴας ἢ Ἰδομενεὺς ἢ δῖος Ὀδυσσεὺς,-0.625
"ἠὲ σὺ Πηλεΐδη πάντων ἐκπαγλότατ' ἀνδρῶν,",-0.375
ὄφρ' ἥμιν ἑκάεργον ἱλάσσεαι ἱερὰ ῥέξας.,-0.25
Τὸν δ' ἄρ' ὑπόδρα ἰδὼν προσέφη πόδας ὠκὺς Ἀχιλλεύς·,-0.125
"Ὤ μοι, ἀναιδείην ἐπιειμένε κερδαλεόφρον",-0.5
πῶς τίς τοι πρόφρων ἔπεσιν πείθηται Ἀχαιῶν   ,-0.25
ἢ ὁδὸν ἐλθέμεναι ἢ ἀνδράσιν ἶφι μάχεσθαι;,0.125
οὐ γὰρ ἐγὼ Τρώων ἕνεκ' ἤλυθον αἰχμητάων,0.375
"δεῦρο μαχησόμενος, ἐπεὶ οὔ τί μοι αἴτιοί εἰσιν·",0.625
"οὐ γὰρ πώποτ' ἐμὰς βοῦς ἤλασαν οὐδὲ μὲν ἵππους,",0.625
οὐδέ ποτ' ἐν Φθίῃ ἐριβώλακι βωτιανείρῃ,0.25
"καρπὸν ἐδηλήσαντ', ἐπεὶ ἦ μάλα πολλὰ μεταξὺ",0.375
οὔρεά τε σκιόεντα θάλασσά τε ἠχήεσσα·,0.0
"ἀλλὰ σοὶ ὦ μέγ' ἀναιδὲς ἅμ' ἑσπόμεθ' ὄφρα σὺ χαίρῃς,",-0.125
τιμὴν ἀρνύμενοι Μενελάῳ σοί τε κυνῶπα,-0.375
πρὸς Τρώων· τῶν οὔ τι μετατρέπῃ οὐδ' ἀλεγίζεις·   ,-0.375
"καὶ δή μοι γέρας αὐτὸς ἀφαιρήσεσθαι ἀπειλεῖς,",-0.375
"ᾧ ἔπι πολλὰ μόγησα, δόσαν δέ μοι υἷες Ἀχαιῶν.",0.125
οὐ μὲν σοί ποτε ἶσον ἔχω γέρας ὁππότ' Ἀχαιοὶ,-0.375
Τρώων ἐκπέρσωσ' εὖ ναιόμενον πτολίεθρον·,0.25
ἀλλὰ τὸ μὲν πλεῖον πολυάϊκος πολέμοιο,-0.125
"χεῖρες ἐμαὶ διέπουσ'· ἀτὰρ ἤν ποτε δασμὸς ἵκηται,",0.0
"σοὶ τὸ γέρας πολὺ μεῖζον, ἐγὼ δ' ὀλίγον τε φίλον τε",-0.25
"ἔρχομ' ἔχων ἐπὶ νῆας, ἐπεί κε κάμω πολεμίζων.",-0.125
"νῦν δ' εἶμι Φθίην δ', ἐπεὶ ἦ πολὺ φέρτερόν ἐστιν",0.5
"οἴκαδ' ἴμεν σὺν νηυσὶ κορωνίσιν, οὐδέ σ' ὀΐω   ",0.75
ἐνθάδ' ἄτιμος ἐὼν ἄφενος καὶ πλοῦτον ἀφύξειν.,0.375
Τὸν δ' ἠμείβετ' ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων·,0.0
"Φεῦγε μάλ', εἴ τοι θυμὸς ἐπέσσυται, οὐδέ σ' ἔγωγε",-0.75
λίσσομαι εἵνεκ' ἐμεῖο μένειν· πάρ' ἔμοιγε καὶ ἄλλοι,-0.625
"οἵ κέ με τιμήσουσι, μάλιστα δὲ μητίετα Ζεύς.",-0.5
ἔχθιστος δέ μοί ἐσσι διοτρεφέων βασιλήων·,-1.0
αἰεὶ γάρ τοι ἔρις τε φίλη πόλεμοί τε μάχαι τε·,-0.625
"εἰ μάλα καρτερός ἐσσι, θεός που σοὶ τό γ' ἔδωκεν·",-0.625
οἴκαδ' ἰὼν σὺν νηυσί τε σῇς καὶ σοῖς ἑτάροισι,0.0
"Μυρμιδόνεσσιν ἄνασσε, σέθεν δ' ἐγὼ οὐκ ἀλεγίζω,   ",-0.375
οὐδ' ὄθομαι κοτέοντος· ἀπειλήσω δέ τοι ὧδε·,-0.75
"ὡς ἔμ' ἀφαιρεῖται Χρυσηΐδα Φοῖβος Ἀπόλλων,",-0.875
τὴν μὲν ἐγὼ σὺν νηΐ τ' ἐμῇ καὶ ἐμοῖς ἑτάροισι,-0.75
"πέμψω, ἐγὼ δέ κ' ἄγω Βρισηΐδα καλλιπάρῃον",-0.25
αὐτὸς ἰὼν κλισίην δὲ τὸ σὸν γέρας ὄφρ' ἐῢ εἰδῇς,-0.75
"ὅσσον φέρτερός εἰμι σέθεν, στυγέῃ δὲ καὶ ἄλλος",-0.75
ἶσον ἐμοὶ φάσθαι καὶ ὁμοιωθήμεναι ἄντην.,-1.0
"Ὣς φάτο· Πηλεΐωνι δ' ἄχος γένετ', ἐν δέ οἱ ἦτορ",0.0
"στήθεσσιν λασίοισι διάνδιχα μερμήριξεν,",-0.125
ἢ ὅ γε φάσγανον ὀξὺ ἐρυσσάμενος παρὰ μηροῦ   ,-0.25
"τοὺς μὲν ἀναστήσειεν, ὃ δ' Ἀτρεΐδην ἐναρίζοι,",-0.25
ἦε χόλον παύσειεν ἐρητύσειέ τε θυμόν.,-0.125
"ἧος ὃ ταῦθ' ὥρμαινε κατὰ φρένα καὶ κατὰ θυμόν,",0.125
"ἕλκετο δ' ἐκ κολεοῖο μέγα ξίφος, ἦλθε δ' Ἀθήνη",0.0
οὐρανόθεν· πρὸ γὰρ ἧκε θεὰ λευκώλενος Ἥρη,0.375
ἄμφω ὁμῶς θυμῷ φιλέουσά τε κηδομένη τε·,0.625
"στῆ δ' ὄπιθεν, ξανθῆς δὲ κόμης ἕλε Πηλεΐωνα",0.0
οἴῳ φαινομένη· τῶν δ' ἄλλων οὔ τις ὁρᾶτο·,0.375
"θάμβησεν δ' Ἀχιλεύς, μετὰ δ' ἐτράπετ', αὐτίκα δ' ἔγνω",0.375
Παλλάδ' Ἀθηναίην· δεινὼ δέ οἱ ὄσσε φάανθεν·   ,0.375
καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα·,-0.375
Τίπτ' αὖτ' αἰγιόχοιο Διὸς τέκος εἰλήλουθας;,0.25
ἦ ἵνα ὕβριν ἴδῃ Ἀγαμέμνονος Ἀτρεΐδαο;,-0.25
"ἀλλ' ἔκ τοι ἐρέω, τὸ δὲ καὶ τελέεσθαι ὀΐω·",0.125
ᾗς ὑπεροπλίῃσι τάχ' ἄν ποτε θυμὸν ὀλέσσῃ.,-0.375
Τὸν δ' αὖτε προσέειπε θεὰ γλαυκῶπις Ἀθήνη·,0.25
"Ἧλθον ἐγὼ παύσουσα τὸ σὸν μένος, αἴ κε πίθηαι,",0.75
οὐρανόθεν· πρὸ δέ μ' ἧκε θεὰ λευκώλενος Ἥρη,1.0
ἄμφω ὁμῶς θυμῷ φιλέουσά τε κηδομένη τε·,1.0
"ἀλλ' ἄγε λῆγ' ἔριδος, μηδὲ ξίφος ἕλκεο χειρί·   ",1.0
ἀλλ' ἤτοι ἔπεσιν μὲν ὀνείδισον ὡς ἔσεταί περ·,0.75
"ὧδε γὰρ ἐξερέω, τὸ δὲ καὶ τετελεσμένον ἔσται·",0.75
καί ποτέ τοι τρὶς τόσσα παρέσσεται ἀγλαὰ δῶρα,1.0
"ὕβριος εἵνεκα τῆσδε· σὺ δ' ἴσχεο, πείθεο δ' ἡμῖν.",1.0
Τὴν δ' ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·,0.75
Χρὴ μὲν σφωΐτερόν γε θεὰ ἔπος εἰρύσσασθαι,0.0
καὶ μάλα περ θυμῷ κεχολωμένον· ὧς γὰρ ἄμεινον·,0.25
ὅς κε θεοῖς ἐπιπείθηται μάλα τ' ἔκλυον αὐτοῦ.,0.75
"Ἦ καὶ ἐπ' ἀργυρέῃ κώπῃ σχέθε χεῖρα βαρεῖαν,",0.0
"ἂψ δ' ἐς κουλεὸν ὦσε μέγα ξίφος, οὐδ' ἀπίθησε   ",0.375
μύθῳ Ἀθηναίης· ἣ δ' Οὔλυμπον δὲ βεβήκει,0.5
δώματ' ἐς αἰγιόχοιο Διὸς μετὰ δαίμονας ἄλλους.,0.125
ηλεΐδης δ' ἐξαῦτις ἀταρτηροῖς ἐπέεσσιν,0.0
"Ἀτρεΐδην προσέειπε, καὶ οὔ πω λῆγε χόλοιο·",-0.375
"Οἰνοβαρές, κυνὸς ὄμματ' ἔχων, κραδίην δ' ἐλάφοιο,",-0.5
οὔτέ ποτ' ἐς πόλεμον ἅμα λαῷ θωρηχθῆναι,-0.375
οὔτε λόχον δ' ἰέναι σὺν ἀριστήεσσιν Ἀχαιῶν,-0.375
τέτληκας θυμῷ· τὸ δέ τοι κὴρ εἴδεται εἶναι.,-0.375
ἦ πολὺ λώϊόν ἐστι κατὰ στρατὸν εὐρὺν Ἀχαιῶν,0.0
δῶρ' ἀποαιρεῖσθαι ὅς τις σέθεν ἀντίον εἴπῃ·   ,-0.125
δημοβόρος βασιλεὺς ἐπεὶ οὐτιδανοῖσιν ἀνάσσεις·,-0.375
ἦ γὰρ ἂν Ἀτρεΐδη νῦν ὕστατα λωβήσαιο.,-0.375
ἀλλ' ἔκ τοι ἐρέω καὶ ἐπὶ μέγαν ὅρκον ὀμοῦμαι·,0.125
"ναὶ μὰ τόδε σκῆπτρον, τὸ μὲν οὔ ποτε φύλλα καὶ ὄζους",0.0
"φύσει, ἐπεὶ δὴ πρῶτα τομὴν ἐν ὄρεσσι λέλοιπεν,",-0.25
οὐδ' ἀναθηλήσει· περὶ γάρ ῥά ἑ χαλκὸς ἔλεψε,0.0
φύλλά τε καὶ φλοιόν· νῦν αὖτέ μιν υἷες Ἀχαιῶν,0.125
"ἐν παλάμῃς φορέουσι δικασπόλοι, οἵ τε θέμιστας",0.5
πρὸς Διὸς εἰρύαται· ὃ δέ τοι μέγας ἔσσεται ὅρκος·,0.25
ἦ ποτ' Ἀχιλλῆος ποθὴ ἵξεται υἷας Ἀχαιῶν   ,0.375
σύμπαντας· τότε δ' οὔ τι δυνήσεαι ἀχνύμενός περ,-0.25
"χραισμεῖν, εὖτ' ἂν πολλοὶ ὑφ' Ἕκτορος ἀνδροφόνοιο",-0.375
θνήσκοντες πίπτωσι· σὺ δ' ἔνδοθι θυμὸν ἀμύξεις,-0.375
χωόμενος ὅ τ' ἄριστον Ἀχαιῶν οὐδὲν ἔτισας.,-0.375
"Ὣς φάτο Πηλεΐδης, ποτὶ δὲ σκῆπτρον βάλε γαίῃ",0.0
"χρυσείοις ἥλοισι πεπαρμένον, ἕζετο δ' αὐτός·",0.25
Ἀτρεΐδης δ' ἑτέρωθεν ἐμήνιε· τοῖσι δὲ Νέστωρ,-0.25
"ἡδυεπὴς ἀνόρουσε λιγὺς Πυλίων ἀγορητής,",0.625
τοῦ καὶ ἀπὸ γλώσσης μέλιτος γλυκίων ῥέεν αὐδή·,0.875
τῷ δ' ἤδη δύο μὲν γενεαὶ μερόπων ἀνθρώπων   ,-0.25
"ἐφθίαθ', οἵ οἱ πρόσθεν ἅμα τράφεν ἠδ' ἐγένοντο",0.25
"ἐν Πύλῳ ἠγαθέῃ, μετὰ δὲ τριτάτοισιν ἄνασσεν·",0.25
ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν·,0.75
"Ὦ πόποι, ἦ μέγα πένθος Ἀχαιΐδα γαῖαν ἱκάνει·",-0.5
ἦ κεν γηθήσαι Πρίαμος Πριάμοιό τε παῖδες,0.25
ἄλλοι τε Τρῶες μέγα κεν κεχαροίατο θυμῷ,0.0
"εἰ σφῶϊν τάδε πάντα πυθοίατο μαρναμένοιϊν,",-0.25
"οἳ περὶ μὲν βουλὴν Δαναῶν, περὶ δ' ἐστὲ μάχεσθαι.",0.25
ἀλλὰ πίθεσθ'· ἄμφω δὲ νεωτέρω ἐστὸν ἐμεῖο·,0.5
ἤδη γάρ ποτ' ἐγὼ καὶ ἀρείοσιν ἠέ περ ὑμῖν   ,0.75
"ἀνδράσιν ὡμίλησα, καὶ οὔ ποτέ μ' οἵ γ' ἀθέριζον.",0.875
"οὐ γάρ πω τοίους ἴδον ἀνέρας οὐδὲ ἴδωμαι,",1.0
οἷον Πειρίθοόν τε Δρύαντά τε ποιμένα λαῶν,0.75
Καινέα τ' Ἐξάδιόν τε καὶ ἀντίθεον Πολύφημον,0.5
"Θησέα τ' Αἰγεΐδην, ἐπιείκελον ἀθανάτοισι·",0.625
κάρτιστοι δὴ κεῖνοι ἐπιχθονίων τράφεν ἀνδρῶν·,0.875
κάρτιστοι μὲν ἔσαν καὶ καρτίστοις ἐμάχοντο,0.875
φηρσὶν ὀρεσκῴοισι καὶ ἐκπάγλως ἀπόλεσσαν.,0.875
καὶ μὲν τοῖσιν ἐγὼ μεθομίλεον ἐκ Πύλου ἐλθὼν,0.5
τηλόθεν ἐξ ἀπίης γαίης· καλέσαντο γὰρ αὐτοί·   ,0.25
καὶ μαχόμην κατ' ἔμ' αὐτὸν ἐγώ· κείνοισι δ' ἂν οὔ τις,0.25
τῶν οἳ νῦν βροτοί εἰσιν ἐπιχθόνιοι μαχέοιτο·,0.5
καὶ μέν μευ βουλέων ξύνιεν πείθοντό τε μύθῳ·,0.0
"ἀλλὰ πίθεσθε καὶ ὔμμες, ἐπεὶ πείθεσθαι ἄμεινον·",1.0
